object_type,materials,n,made_of (primary),made_of (support),classified_as (object type) (primary),classified_as (object type) (secondary),technique,editorial notes,
Sculpture,"plâtre, peintes et bronzées",1,,,,,,,
Sculpture,"plâtre, pied d'ébène et de bronze",1,,,,,,,
Sculpture,"plâtre, pied de bois noirci",1,,,,,,,
Sculpture,"plâtre, pieds de bois noirci",1,,,,,,,
Sculpture,plomb bronzé ; socle de marbre,1,,,,,,,
Sculpture,plomb doré sur pieds en bois doré,1,,,,,,,
Sculpture,plomb ou plâtre,1,,,,,,,
Sculpture,porcelaine blanche,1,,,,,,,
Sculpture,porcelaine de email bleu,1,,,,,,,
Sculpture,porcelaine du Japon,1,,,,,,,
Sculpture,porcelaine émaillée,1,,,,,,,
Sculpture,porcelaine émaillée en bleu,1,,,,,,,
Sculpture,porcelaine grise,1,,,,,,,
Sculpture,"porcelaine, terre cuite, email, basalte",1,,,,,,,
Sculpture,porphery,1,,,,,,,
Sculpture,porphire et bronze doré,1,,,,,,,
Sculpture,"porphire, marbre noir & blanc, & cuivre",1,,,,,,,
Sculpture,porphyre & albâtre,1,,,,,,,
Sculpture,porphyre rouge et bronze doré,1,,,,,,,
Sculpture,"porphyre rouge, son piédestal de marbre gris de Cararre",1,,,,,,,
Sculpture,"porphyre, bronze doré & marbre blanc & verd d'Egypte",1,,,,,,,
Sculpture,"porphyre, bronze, bronze doré et pierre de touche",1,,,,,,,
Sculpture,"porphyre, marbre blanc",1,,,,,,,
Sculpture,"porphyre, marbre verd d'Egypte, marbre blanc & bronze doré",1,,,,,,,
Sculpture,"porphyre, marbre vert & blanc sur piedouche de ver campan",1,,,,,,,
Sculpture,"porphyre, marbre vert et bronze doré",1,,,,,,,
Sculpture,potin,1,,,,,,,
Sculpture,pourceline,1,,,,,,,
Sculpture,prime d'Emeraude,1,,,,,,,
Sculpture,quinze pouces & demi de haut,1,,,,,,,
Sculpture,racine de mandragore,1,,,,,,,
Sculpture,racines de Bambou,1,,,,,,,
Sculpture,"ronze, socle de marbre noir",1,,,,,,,
Sculpture,rouge antique,1,,,,,,,
Sculpture,sanguine,1,,,,,,,
Sculpture,serpentine,1,,,,,,,
Sculpture,socle de marbre blanc veiné,1,,,,,,,
Sculpture,socle de marbre bleu turquin,1,,,,,,,
Sculpture,"socle de marbre, moulures en bronze doré",1,,,,,,,
Sculpture,socle de porphyre plaqué,1,,,,,,,
Sculpture,socle doré,1,,,,,,,
Sculpture,"socle en marbre blanc, socle en bronze doré",1,,,,,,,
Sculpture,souffre,1,,,,,,,
Sculpture,soufre ou cire,1,,,,,,,
Sculpture,statue en bronze,1,,,,,,,
Sculpture,"statue en bronze, socle en bois noirci",1,,,,,,,
Sculpture,stuc blanc,1,,,,,,,
Sculpture,stuc doré,1,,,,,,,
Sculpture,stuck,1,,,,,,,
Sculpture,"stuck, albâtre",1,,,,,,,
Sculpture,sur agate,1,,,,,,,
Sculpture,sur agate blanche appliquée sur composition bleu,1,,,,,,,
Sculpture,sur bois d'Ebene,1,,,,,,,
Sculpture,sur bois et sur coco,1,,,,,,,
Sculpture,sur bois peint et doré,1,,,,,,,
Sculpture,sur en bronze doré d'or moulu,1,,,,,,,
Sculpture,"sur socle carré, en marbre griotte d'Italie",1,,,,,,,
Sculpture,sur toile,1,,,,,,,
Sculpture,sur un pied de bois,1,,,,,,,
Sculpture,sur un socle de bois doré à moulures,1,,,,,,,
Sculpture,talc sur pied de stuc et sur socle de marbre noir,1,,,,,,,
Sculpture,terra cotta,1,,,,,,,
Sculpture,terre [cuite?],1,,,,,,,
Sculpture,terre & plâtre,1,,,,,,,
Sculpture,terre bronzé,1,,,,,,,
Sculpture,terre bronzée,1,,,,,,,
Sculpture,terre colorée,1,,,,,,,
Sculpture,Terre cuite ; pied de bois noirci,1,,,,,,,
Sculpture,terre cuite ; piedouche en marbre d'Antin,1,,,,,,,
Sculpture,terre cuite & cire,1,,,,,,,
Sculpture,terre cuite & marqueterie,1,,,,,,,
Sculpture,terre cuite & pied d'albâtre,1,,,,,,,
Sculpture,terre cuite & pied de borie,1,,,,,,,
Sculpture,terre cuite & plâtres,1,,,,,,,
Sculpture,terre cuite broné,1,,,,,,,
Sculpture,Terre cuite bronzée,1,,,,,,,
Sculpture,terre cuite bronzée sur socle de bois doré,1,,,,,,,
Sculpture,"terre cuite bronzée, socle de marbre gris",1,,,,,,,
Sculpture,terre cuite colorée,1,,,,,,,
Sculpture,terre cuite coloriée,1,,,,,,,
Sculpture,terre cuite en partie dorée,1,,,,,,,
Sculpture,terre cuite et albâtre,1,,,,,,,
Sculpture,terre cuite et bois doré,1,,,,,,,
Sculpture,terre cuite et cire rouge,1,,,,,,,
Sculpture,terre cuite et colones de bois peint,1,,,,,,,
Sculpture,terre cuite et colonne de marbre de France,1,,,,,,,
Sculpture,terre cuite et pied de marbre,1,,,,,,,
Sculpture,Terre cuite et plâtre,1,,,,,,,
Sculpture,terre cuite et sur piédouche d'albâtre de France,1,,,,,,,
Sculpture,terre cuite et sur socle d'albâtre de France,1,,,,,,,
Sculpture,terre cuite et sur socle de bois sculpté et doré,1,,,,,,,
Sculpture,terre cuite et sur un pied de bois noirci,1,,,,,,,
Sculpture,terre cuite et un socle de jaune de Sienne,1,,,,,,,
Sculpture,terre cuite jaunâtre,1,,,,,,,
Sculpture,terre cuite ou marbre ou bronze,1,,,,,,,
Sculpture,terre cuite ou plâtre ou cire,1,,,,,,,
Sculpture,terre cuite sur pied de bois des Indes,1,,,,,,,
Sculpture,"terre cuite sur pied de bois noirci, avec moulures dorées",1,,,,,,,
Sculpture,terre cuite sur pied de marbre noir,1,,,,,,,
Sculpture,terre cuite sur pied de marqueterie,1,,,,,,,
Sculpture,terre cuite sur pied-douche de marbre violet,1,,,,,,,
Sculpture,terre cuite sur piédouche de marbre de Flandre,1,,,,,,,
Sculpture,terre cuite sur piédouche en marbre,1,,,,,,,
Sculpture,terre cuite sur piédouche en marbre de Flandre,1,,,,,,,
Sculpture,terre cuite sur piédouche en marbre Saint-Anne,1,,,,,,,
Sculpture,terre cuite sur piédouche en stuc,1,,,,,,,
Sculpture,terre cuite sur socle bleu-turquin,1,,,,,,,
Sculpture,terre cuite sur socle de bois doré,1,,,,,,,
Sculpture,terre cuite sur socle de cuivre doré,1,,,,,,,
Sculpture,"terre cuite sur socle en marqueterie, garni en bronze",1,,,,,,,
Sculpture,terre cuite sur un fût de bois peint,1,,,,,,,
Sculpture,terre cuite sur un pied d'ébene garni de bronze doré,1,,,,,,,
Sculpture,terre cuite sur un pied de bois,1,,,,,,,
Sculpture,terre cuite sur un pied de bois doré,1,,,,,,,
Sculpture,"terre cuite sur un pied de marbre blanc, panneaux de breche verte et socle de bleu turquin",1,,,,,,,
Sculpture,"terre cuite sur un piédestal en marqueterie, garnie en cuivre",1,,,,,,,
Sculpture,"terre cuite, bordure à filets dorés",1,,,,,,,
Sculpture,"terre cuite, bordure de bois noirci",1,,,,,,,
Sculpture,"terre cuite, bordure de bois noirci & doré",1,,,,,,,
Sculpture,"terre cuite, bordure de bois noirci à filets dorés",1,,,,,,,
Sculpture,"terre cuite, bordure de bois noirci à ornemens dorés",1,,,,,,,
Sculpture,"terre cuite, bronze doré",1,,,,,,,
Sculpture,"terre cuite, gaîne de bois sculpté & doré",1,,,,,,,
Sculpture,"terre cuite, pied de bois de noyer",1,,,,,,,
Sculpture,"terre cuite, pied de marbre garni de bronze doré",1,,,,,,,
Sculpture,"terre cuite, piédestal en marbre breche d'Alep",1,,,,,,,
Sculpture,"terre cuite, piedestal noir & or",1,,,,,,,
Sculpture,"terre cuite, piédouche & socle en breche d'Alep",1,,,,,,,
Sculpture,"terre cuite, pierre",1,,,,,,,
Sculpture,"terre cuite, socle de marbre",1,,,,,,,
Sculpture,"terre cuite, socle de marbre noir",1,,,,,,,
Sculpture,"terre cuite, socle de plâtre bronzé",1,,,,,,,
Sculpture,"terre cuite, socle en brech dalep",1,,,,,,,
Sculpture,"terre cuite, socles de bois doré",1,,,,,,,
Sculpture,"terre cuite, sur un pied de marquetterie, et ornemens de bronze doré",1,,,,,,,
Sculpture,terre de la Chine brune,1,,,,,,,
Sculpture,terre de pipe [?],1,,,,,,,
Sculpture,terre de Rouen,1,,,,,,,
Sculpture,terre ernissée,1,,,,,,,
Sculpture,terre et plâtre,1,,,,,,,
Sculpture,terre légère de la Chine,1,,,,,,,
Sculpture,terre non cuite,1,,,,,,,
Sculpture,terre peinte & dorée,1,,,,,,,
Sculpture,terre péruvienne,1,,,,,,,
Sculpture,terre rouge,1,,,,,,,
Sculpture,terre-cuite et bois sur un pied de bronze et socle de marbre,1,,,,,,,
Sculpture,terre-cuite et bronze doré d'or moulu,1,,,,,,,
Sculpture,terre-cuite et coupe de marbre vert antique sur un fût de colonne en pierre de tonnerre,1,,,,,,,
Sculpture,terre-cuite et marbre,1,,,,,,,
Sculpture,terre-cuite et plâtre,1,,,,,,,
Sculpture,terre-cuite et sur le pied de bois,1,,,,,,,
Sculpture,terre-cuite et sur un pied d'ébene,1,,,,,,,
Sculpture,terre-cuite et sur un socle de marbre,1,,,,,,,
Sculpture,terre-cuite sur pied de bois noir doré,1,,,,,,,
Sculpture,terre-cuite sur socle d'albâtre oriental.,1,,,,,,,
Sculpture,terre-cuite sur un socle de bois,1,,,,,,,
Sculpture,terre-cuite sur un socle de granit gris antique,1,,,,,,,
Sculpture,terre-cuite sur un socle de marbre,1,,,,,,,
Sculpture,terre-cuite sur un socle de pierre de tonnerre,1,,,,,,,
Sculpture,terre-cuite vernissée,1,,,,,,,
Sculpture,terrre cuite,1,,,,,,,
Sculpture,trépied en bronze; Bronze,1,,,,,,,
Sculpture,un pied de bois,1,,,,,,,
Sculpture,un pied en marbre bleu turquin garni de moulures à feuilles d'eau en cuivre doré d'or moulu,1,,,,,,,
Sculpture,variegated marble,1,,,,,,,
Sculpture,verre opaque,1,,,,,,,
Sculpture,white marble,1,,,,,,,
Sculpture,yvoire & corail,1,,,,,,,
Sculpture,yvoire antique,1,,,,,,,
Sculpture,yvoire et ebéne,1,,,,,,,
Sculpture,"yvoire, pied & couvercle en bronze ciselé doré",1,,,,,,,
Sculpture; Painting,on glass,1,,,,,,,
Sculpture; Painting,,1,,,,,,,
Sculpture; Sculpture,"bronze, bois doré",1,,,,,,,
Sculpture; Sculpture,en cuivre doré,1,,,,,,,
Sculpture; Sculpture,en terre cuite,1,,,,,,,
Sculpture; Sculpture,"figures en terre cuite, socle en bois doré",1,,,,,,,
Sculpture; Sculpture,,1,,,,,,,
skulptur,Holz,1,,,,,,,
Skulptur,"Achat, Marmor",1,,,,,,,
Skulptur,"Alabaster, Bronze",1,,,,,,,
Skulptur,"Alabaster, Marmor",1,,,,,,,
Skulptur,"Alabaster, Schiefer",1,,,,,,,
Skulptur,auf Glas,1,,,,,,,
Skulptur,auf Pappe,1,,,,,,,
Skulptur,Bergkristall,1,,,,,,,
Skulptur,Birnholz,1,,,,,,,
Skulptur,Bronze und Marmor,1,,,,,,,
Skulptur,"Bronze, Eisen",1,,,,,,,
Skulptur,"Bronze, Glas",1,,,,,,,
Skulptur,"Bronze, Holz, Messing",1,,,,,,,
Skulptur,"Bronze, Kupfer",1,,,,,,,
Skulptur,"Bronze, Metall",1,,,,,,,
Skulptur,"Bronze, Silber",1,,,,,,,
Skulptur,"Bronze, Stein",1,,,,,,,
Skulptur,"Bronze, Terrakotta",1,,,,,,,
Skulptur,"Bronze, vergoldet",1,,,,,,,
Skulptur,Bronze. Elfenbein,1,,,,,,,
Skulptur,Carta pesta,1,,,,,,,
Skulptur,Ebenholz,1,,,,,,,
Skulptur,"Eisen, Messing",1,,,,,,,
Skulptur,Eisenguß,1,,,,,,,
Skulptur,"Elfenbein, Bein",1,,,,,,,
Skulptur,"Elfenbein, Bronze",1,,,,,,,
Skulptur,"Elfenbein, Holz, Glas",1,,,,,,,
Skulptur,"Elfenbein, Messing",1,,,,,,,
Skulptur,"Elfenbein, Samt",1,,,,,,,
Skulptur,"Elfenbein, Schildpatt auf Goldlack",1,,,,,,,
Skulptur,Elfenbeinnuss,1,,,,,,,
Skulptur,Elfenbeinnuß,1,,,,,,,
Skulptur,Email,1,,,,,,,
Skulptur,Gelbgußbronze,1,,,,,,,
Skulptur,"Glas, Haare, Brokat",1,,,,,,,
Skulptur,"Granit, Koralle, Marmor",1,,,,,,,
Skulptur,Gusseisen,1,,,,,,,
Skulptur,Gußeisen,1,,,,,,,
Skulptur,Halbedelstein,1,,,,,,,
Skulptur,Holz und Elfenbein,1,,,,,,,
Skulptur,"Holz, Aquarell",1,,,,,,,
Skulptur,"Holz, Bein, Glas",1,,,,,,,
Skulptur,"Holz, Brokat, Seide",1,,,,,,,
Skulptur,"Holz, bronziert",1,,,,,,,
Skulptur,"Holz, Cartapesta",1,,,,,,,
Skulptur,"Holz, Eisen",1,,,,,,,
Skulptur,"Holz, Glas, Stoff",1,,,,,,,
Skulptur,"Holz, Glassteine, Elfenbein",1,,,,,,,
Skulptur,"Holz, Knochen",1,,,,,,,
Skulptur,"Holz, Koralle",1,,,,,,,
Skulptur,"Holz, Leinen",1,,,,,,,
Skulptur,"Holz, Marmor, Kehlheimerstein",1,,,,,,,
Skulptur,"Holz, Messing",1,,,,,,,
Skulptur,"Holz, Messing, Metall",1,,,,,,,
Skulptur,"Holz, Perlmutt",1,,,,,,,
Skulptur,"Holz, Perlmutter",1,,,,,,,
Skulptur,"Holz, Terrakotta",1,,,,,,,
Skulptur,"Holz, Zinn",1,,,,,,,
Skulptur,"Jade, Alabaster",1,,,,,,,
Skulptur,"Jaspis, Heliotrop",1,,,,,,,
Skulptur,"Koralle, Bronze",1,,,,,,,
Skulptur,"Koralle, Marmor",1,,,,,,,
Skulptur,"Kunststein, Feldstein",1,,,,,,,
Skulptur,"Kunststein, vergoldet",1,,,,,,,
Skulptur,"Kupfer, Bronze",1,,,,,,,
Skulptur,Kupferemail,1,,,,,,,
Skulptur,"Marmor, Eisen",1,,,,,,,
Skulptur,"Marmor, Onyx",1,,,,,,,
Skulptur,"Meerschaum, Ton",1,,,,,,,
Skulptur,"Metall, Bronze",1,,,,,,,
Skulptur,"Metall, Bronze, Onyx",1,,,,,,,
Skulptur,"Metall, Elfenbein",1,,,,,,,
Skulptur,"Metall, Holz",1,,,,,,,
Skulptur,"Metall, Marmor",1,,,,,,,
Skulptur,"Mosaik, Aquarell",1,,,,,,,
Skulptur,"Nephrit, Elfenbein, Gold, Marmor",1,,,,,,,
Skulptur,"Öl, Holz",1,,,,,,,
Skulptur,Onyx,1,,,,,,,
Skulptur,"Onyx, Bronze",1,,,,,,,
Skulptur,Papier maché,1,,,,,,,
Skulptur,"Perlmutt, Bronze",1,,,,,,,
Skulptur,"Perlmutt, Elfenbein",1,,,,,,,
Skulptur,Rauchtopas,1,,,,,,,
Skulptur,Rubine,1,,,,,,,
Skulptur,"Schildpatt, Elfenbein",1,,,,,,,
Skulptur,Schwemmstein,1,,,,,,,
Skulptur,"Silber, Bergkristall",1,,,,,,,
Skulptur,"Silber, Email",1,,,,,,,
Skulptur,"Silber, Holz",1,,,,,,,
Skulptur,"Silber, Horn",1,,,,,,,
Skulptur,Silberbronze,1,,,,,,,
Skulptur,st,1,,,,,,,
Skulptur,"Stein, Holz",1,,,,,,,
Skulptur,Stuckmarmor,1,,,,,,,
Skulptur,Terra Sigillata,1,,,,,,,
Skulptur,"Terrakotta, Glas",1,,,,,,,
Skulptur,"Ton, Holz",1,,,,,,,
Skulptur,Tusche,1,,,,,,,
Skulptur,"Wachs, Brokat",1,,,,,,,
Skulptur,"Wachs, Holz",1,,,,,,,
Skulptur,"Wachs, Holz, Seide",1,,,,,,,
Skulptur,"Wachs, Holz, Stoff",1,,,,,,,
Skulptur,Walroßzahn,1,,,,,,,
Skulptur,Weissblech,1,,,,,,,
Skulptur,Zinkguß,1,,,,,,,
Skulptur,"Zinn, Holz",1,,,,,,,
Skulptur,"Zinn, Perlmutt",1,,,,,,,
sur toile,"hauteur, 2 pieds 10 p. ; largeur, 2 pieds 3 p.",1,,,,,,,
tapestry,,1,,,,,,,
Tapestry,in silk,1,,,,,,,
tapisserie,,1,,,,,,,
Tapisserie,cuir doré,1,,,,,,,
Tapisserie,en velours,1,,,,,,,
Tapisserie,sur bois,1,,,,,,,
Tapisserie,Tapisserie,1,,,,,,,
zeichnung,,1,,,,,,,
Zeichnung,Aquarell auf Holz,1,,,,,,,
Zeichnung,Aquarell auf Spielkarte,1,,,,,,,
Zeichnung,Aquarell auf Tonpapier,1,,,,,,,
Zeichnung,Aquarell Bleistift,1,,,,,,,
Zeichnung,Aquarell und Farbstifte auf Karton,1,,,,,,,
Zeichnung,Aquarell-Gouache,1,,,,,,,
Zeichnung,"Aquarell, Blei, Kreide",1,,,,,,,
Zeichnung,"Aquarell, Blei, Kreide, Tusche",1,,,,,,,
Zeichnung,"Aquarell, Blei, Tusche",1,,,,,,,
Zeichnung,"Aquarell, Bleistift, Kohle",1,,,,,,,
Zeichnung,"Aquarell, Bleistift, Kreide",1,,,,,,,
Zeichnung,"Aquarell, Bleistift, Öl",1,,,,,,,
Zeichnung,"Aquarell, Buntstift",1,,,,,,,
Zeichnung,"Aquarell, Deckfarbe auf Pergament",1,,,,,,,
Zeichnung,"Aquarell, Deckfarbe, Bleistift",1,,,,,,,
Zeichnung,"Aquarell, Farbstifte",1,,,,,,,
Zeichnung,"Aquarell, Feder auf Papier",1,,,,,,,
Zeichnung,"Aquarell, Feder, Gold",1,,,,,,,
Zeichnung,"Aquarell, Feder, Kreide",1,,,,,,,
Zeichnung,"Aquarell, Feder, Tuschpinsel",1,,,,,,,
Zeichnung,"Aquarell, Gouache auf Pergament",1,,,,,,,
Zeichnung,"Aquarell, Kohle, Blei",1,,,,,,,
Zeichnung,"Aquarell, Kreide auf Papier",1,,,,,,,
Zeichnung,"Aquarell, Kreide auf Pappe oder Papier",1,,,,,,,
Zeichnung,"Aquarell, Kreide, Tusche",1,,,,,,,
Zeichnung,"Aquarell, Öl auf Karton",1,,,,,,,
Zeichnung,"Aquarell, Öl, Bleistift",1,,,,,,,
Zeichnung,"Aquarell, Pinsel",1,,,,,,,
Zeichnung,"Aquarell, Rötel",1,,,,,,,
Zeichnung,"Aquarell, Sepia, Bleistift",1,,,,,,,
Zeichnung,"Aquarell, Sepia, Tusche",1,,,,,,,
Zeichnung,"Aquarell, Sepiatusche, Bleistift",1,,,,,,,
Zeichnung,"Aquarell, Stift",1,,,,,,,
Zeichnung,"Aquarell, Tempera auf Papier",1,,,,,,,
Zeichnung,"Aquarell, Tempera auf Papier auf Karton",1,,,,,,,
Zeichnung,"Aquarell, Tusche auf Karton",1,,,,,,,
Zeichnung,"Aquarell, Tusche, Blei",1,,,,,,,
Zeichnung,"Aquarell, Tusche, Feder, Bleistift",1,,,,,,,
Zeichnung,"Aquarell, Tusche, Kreide",1,,,,,,,
Zeichnung,Aquarell; Rötel,1,,,,,,,
Zeichnung,Aquarelle,1,,,,,,,
Zeichnung,auf Glas,1,,,,,,,
Zeichnung,auf Kapaunerhaut,1,,,,,,,
Zeichnung,auf Kreide,1,,,,,,,
Zeichnung,auf Leder,1,,,,,,,
Zeichnung,auf Pappe oder Papier,1,,,,,,,
Zeichnung,auf Pastell,1,,,,,,,
Zeichnung,"auf Pergament, auf Papier",1,,,,,,,
Zeichnung,auf Stein,1,,,,,,,
Zeichnung,"Bister, Aquarell, Rötel",1,,,,,,,
Zeichnung,"Bister, Karmin",1,,,,,,,
Zeichnung,"Bister, Pinsel",1,,,,,,,
Zeichnung,Blei und Kreide,1,,,,,,,
Zeichnung,Blei und Sepia,1,,,,,,,
Zeichnung,Blei und Tusche,1,,,,,,,
Zeichnung,Blei- und Farbstift,1,,,,,,,
Zeichnung,"Blei-, Farbölstifte",1,,,,,,,
Zeichnung,"Blei, Aquarell auf Karton",1,,,,,,,
Zeichnung,"Blei, Aquarell, Deckweiß auf Papier",1,,,,,,,
Zeichnung,"Blei, Aquarell, Feder",1,,,,,,,
Zeichnung,"Blei, Bister",1,,,,,,,
Zeichnung,"Blei, Feder auf Karton",1,,,,,,,
Zeichnung,"Blei, Feder, Kohle",1,,,,,,,
Zeichnung,"Blei, Feder, Tusche auf Papier",1,,,,,,,
Zeichnung,"Blei, Feder, Tusche, Aquarell",1,,,,,,,
Zeichnung,"Blei, Feder, Tusche, Kohle, Aquarell",1,,,,,,,
Zeichnung,"Blei, Feder, Tuschpinsel",1,,,,,,,
Zeichnung,"Blei, Feder, Tuschpinsel auf Papier",1,,,,,,,
Zeichnung,"Blei, Kohle, Aquarell",1,,,,,,,
Zeichnung,"Blei, Kohle, Pinsel",1,,,,,,,
Zeichnung,"Blei, Kohle, Tuschpinsel",1,,,,,,,
Zeichnung,"Blei, Kreide, Aquarell auf Papier",1,,,,,,,
Zeichnung,"Blei, Kreide, Feder",1,,,,,,,
Zeichnung,"Blei, Kreide, Kohle",1,,,,,,,
Zeichnung,"Blei, Kreide, Tusche",1,,,,,,,
Zeichnung,"Blei, Kreide, Tuschpinsel",1,,,,,,,
Zeichnung,"Blei, Pinsel auf Pergament",1,,,,,,,
Zeichnung,"Blei, Rötel auf Papier",1,,,,,,,
Zeichnung,"Blei, Rötel auf Pergament",1,,,,,,,
Zeichnung,"Blei, Rötel, Kreide",1,,,,,,,
Zeichnung,"Blei, Rotstein auf Papier",1,,,,,,,
Zeichnung,"Blei, Sepia auf Papier",1,,,,,,,
Zeichnung,"Blei, Tinte",1,,,,,,,
Zeichnung,"Blei, Tusche auf Pergament",1,,,,,,,
Zeichnung,"Blei, Tusche, Aquarell auf Papier",1,,,,,,,
Zeichnung,"Blei, Tusche, Feder",1,,,,,,,
Zeichnung,"Blei, Tuschfeder",1,,,,,,,
Zeichnung,"Blei, Tuschpinsel auf Papier",1,,,,,,,
Zeichnung,"Blei, Tuschpinsel, Aquarell",1,,,,,,,
Zeichnung,Blei; Kreide; laviert,1,,,,,,,
Zeichnung,Blei; laviert,1,,,,,,,
Zeichnung,Bleistift auf Ölpapier,1,,,,,,,
Zeichnung,"Bleistift auf Pergament, Bleistift",1,,,,,,,
Zeichnung,Bleistift laviert,1,,,,,,,
Zeichnung,Bleistift und Tusche,1,,,,,,,
Zeichnung,"Bleistift,  Aquarell",1,,,,,,,
Zeichnung,"Bleistift, Aquarell, Buntstift",1,,,,,,,
Zeichnung,"Bleistift, Aquarell, Rötel",1,,,,,,,
Zeichnung,"Bleistift, Bister",1,,,,,,,
Zeichnung,"Bleistift, Bister, Kreide",1,,,,,,,
Zeichnung,"Bleistift, Blaustift",1,,,,,,,
Zeichnung,"Bleistift, Buntstift",1,,,,,,,
Zeichnung,"Bleistift, Deckweiß",1,,,,,,,
Zeichnung,"Bleistift, Feder, Deckweiß auf Papier",1,,,,,,,
Zeichnung,"Bleistift, Feder, Kreide",1,,,,,,,
Zeichnung,"Bleistift, Feder, Pinsel",1,,,,,,,
Zeichnung,"Bleistift, Kohle auf Papier",1,,,,,,,
Zeichnung,"Bleistift, Kohle, Kreide",1,,,,,,,
Zeichnung,"Bleistift, Kohle, Sepia, Aquarell",1,,,,,,,
Zeichnung,"Bleistift, Kreide, Tusche",1,,,,,,,
Zeichnung,"Bleistift, Pastell",1,,,,,,,
Zeichnung,"Bleistift, Pastell, Kohle",1,,,,,,,
Zeichnung,"Bleistift, Pinsel auf Papier, laviert",1,,,,,,,
Zeichnung,"Bleistift, Rötel, Feder",1,,,,,,,
Zeichnung,"Bleistift, Tinte, Aquarell",1,,,,,,,
Zeichnung,"Bleistift, Tusche, Feder",1,,,,,,,
Zeichnung,"Bleistift, Tuschfeder",1,,,,,,,
Zeichnung,"Bleistift, Tuschpinsel",1,,,,,,,
Zeichnung,Braunstift,1,,,,,,,
Zeichnung,"Bronze,  Marmor,  Elfenbein",1,,,,,,,
Zeichnung,Deckfarbe auf Leinwand,1,,,,,,,
Zeichnung,"Deckfarbe, Aquarell",1,,,,,,,
Zeichnung,Deckfarben auf Pergament,1,,,,,,,
Zeichnung,"Deckfarben, Pinsel",1,,,,,,,
Zeichnung,"Deckfarben, Sepia",1,,,,,,,
Zeichnung,Farbig,1,,,,,,,
Zeichnung,"Farbkreide, Bleistift",1,,,,,,,
Zeichnung,Farbstift auf Karton,1,,,,,,,
Zeichnung,Farbstift auf Leinwand,1,,,,,,,
Zeichnung,FArbstift auf PAppe,1,,,,,,,
Zeichnung,"Farbstift, Kohle, Aquarell",1,,,,,,,
Zeichnung,"Farbstift, Tusche",1,,,,,,,
Zeichnung,Farbstifte auf Karton,1,,,,,,,
Zeichnung,"Farbstifte, Gouache",1,,,,,,,
Zeichnung,"Farbstifte, Rötel, Kohle auf Karton",1,,,,,,,
Zeichnung,Feder Aquarell,1,,,,,,,
Zeichnung,Feder auf Karton,1,,,,,,,
Zeichnung,Feder auf Leinwand,1,,,,,,,
Zeichnung,Feder auf Papier auf Karton,1,,,,,,,
Zeichnung,Feder auf Seide,1,,,,,,,
Zeichnung,Feder und Blei,1,,,,,,,
Zeichnung,Feder und Bleistift,1,,,,,,,
Zeichnung,"Feder und Bleistift, laviert",1,,,,,,,
Zeichnung,Feder und Kreide,1,,,,,,,
Zeichnung,Feder und Pinsel in Bister,1,,,,,,,
Zeichnung,Feder und Rötel,1,,,,,,,
Zeichnung,Feder und TUsche,1,,,,,,,
Zeichnung,"Feder, Aquarell, Bleistift",1,,,,,,,
Zeichnung,"Feder, Bister auf Papier",1,,,,,,,
Zeichnung,"Feder, Bister, Aquarell",1,,,,,,,
Zeichnung,"Feder, Bister, Tusche",1,,,,,,,
Zeichnung,"Feder, Blei auf Pergament",1,,,,,,,
Zeichnung,"Feder, Blei, Kohle",1,,,,,,,
Zeichnung,"Feder, Blei, Pinsel",1,,,,,,,
Zeichnung,"Feder, Blei, Tusche auf Papier",1,,,,,,,
Zeichnung,"Feder, Blei, Tusche, Aquarell",1,,,,,,,
Zeichnung,"Feder, Bleistift, Rotstift",1,,,,,,,
Zeichnung,"Feder, Bleistift, Tusche",1,,,,,,,
Zeichnung,"Feder, Bleistift, Tusche, Aquarell",1,,,,,,,
Zeichnung,"Feder, Deckfarben",1,,,,,,,
Zeichnung,"Feder, Deckweiß",1,,,,,,,
Zeichnung,"Feder, farbige Kreide",1,,,,,,,
Zeichnung,"Feder, Gold",1,,,,,,,
Zeichnung,"Feder, Gouache auf Papier",1,,,,,,,
Zeichnung,"Feder, Indigo",1,,,,,,,
Zeichnung,"Feder, Kohle, Kreide",1,,,,,,,
Zeichnung,"Feder, Kreide, Pinsel",1,,,,,,,
Zeichnung,"Feder, Kreide, Rötel",1,,,,,,,
Zeichnung,"Feder, Öl",1,,,,,,,
Zeichnung,"Feder, Pinsel, Bister auf Papier",1,,,,,,,
Zeichnung,"Feder, Pinsel, laviert",1,,,,,,,
